iteration,score,learning_rate,max_depth,min_child_weight,colsample_bynode,subsample,reg_lambda,reg_alpha,objective,tree_method,eval_metric
319.0,0.4201746512421666,0.01,6,0.0,0.8,1.0,1,0,binary:logistic,hist,logloss
319.0,0.4201746512421666,0.01,6,0.0001,0.8,1.0,1,0,binary:logistic,hist,logloss
309.0,0.42017770679802996,0.01,6,0.0,1.0,1.0,2,1,binary:logistic,hist,logloss
309.0,0.42017770679802996,0.01,6,0.0001,1.0,1.0,2,1,binary:logistic,hist,logloss
311.0,0.42071559051447993,0.01,6,0.0,1.0,1.0,1,1,binary:logistic,hist,logloss
311.0,0.42071559051447993,0.01,6,0.0001,1.0,1.0,1,1,binary:logistic,hist,logloss
340.0,0.4213466123932076,0.01,6,0.0,1.0,1.0,2,0,binary:logistic,hist,logloss
340.0,0.4213466123932076,0.01,6,0.0001,1.0,1.0,2,0,binary:logistic,hist,logloss
307.0,0.42198156029694517,0.01,6,0.0001,1.0,1.0,0,1,binary:logistic,hist,logloss
307.0,0.42198156029694517,0.01,6,0.0,1.0,1.0,0,1,binary:logistic,hist,logloss
278.0,0.4221295629221388,0.01,6,0.0001,0.8,1.0,0,0,binary:logistic,hist,logloss
278.0,0.4221295629221388,0.01,6,0.0,0.8,1.0,0,0,binary:logistic,hist,logloss
314.0,0.4221361986893265,0.01,6,0.0,1.0,1.0,1,0,binary:logistic,hist,logloss
314.0,0.4221361986893265,0.01,6,0.0001,1.0,1.0,1,0,binary:logistic,hist,logloss
279.0,0.42396868311788233,0.01,6,0.0,1.0,1.0,0,0,binary:logistic,hist,logloss
279.0,0.42396868311788233,0.01,6,0.0001,1.0,1.0,0,0,binary:logistic,hist,logloss
